mora,atraso,vivienda,edad,dias_lab,exp_sf,nivel_ahorro,ingreso,linea_sf,deuda_sf,score,zona,clasif_sbs,nivel_educ
0,0,PROPIA,49,6304,70,12,2300,7854.24,,236,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,33,3991,45,12,13620.53,33619.6,6428.75,219,Lima,2,UNIVERSITARIA
0,32,FAMILIAR,37,3996,78,12,2256.12,,,194,Pasco,2,TECNICA
0,0,PROPIA,47,11600,50,12,9192,78826.32,57094.38,231,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,37,6517,79,12,3060.17,19835.1,200.66,197,Lima,0,UNIVERSITARIA
0,0,PROPIA,43,5482,,12,1800,6850,3929.64,205,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,32,5513,55,12,4000,34343.02,19850.16,183,Lima,1,TECNICA
0,0,FAMILIAR,53,8374,57,12,8750,141.94,637.72,193,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,32,5452,10,12,10500,7092.93,2727.64,180,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,32,4021,,12,1459.77,700,1514.07,197,Tacna,0,UNIVERSITARIA
0,0,FAMILIAR,36,5605,84,12,6700,13562.13,636.15,202,Lima,0,UNIVERSITARIA
0,0,PROPIA,30,4598,31,12,4700,9380,830.04,219,La Libertad,0,UNIVERSITARIA
0,0,PROPIA,37,4629,64,12,9291,8686.74,443.03,218,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,35,7917,100,12,10000,,114.76,197,Lima,0,UNIVERSITARIA
0,0,PROPIA,54,14856,,12,900,22056.45,1204.49,199,Ica,0,TECNICA
0,22,FAMILIAR,38,9835,73,12,2900,3005.62,6034.48,202,Lima,4,UNIVERSITARIA
0,1,FAMILIAR,32,6731,60,12,15820,,,200,Lima,0,UNIVERSITARIA
0,0,PROPIA,41,5452,80,12,6100,6151.1,86.75,220,Lima,2,UNIVERSITARIA
0,0,PROPIA,54,16683,84,12,7634.16,48036.07,,204,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,47,6212,36,12,2800,53360.55,265.65,210,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,54,6456,,12,13500,59788.97,,198,Lima,0,UNIVERSITARIA
0,0,PROPIA,67,19207,8,0,5600,89189.83,1044.78,232,Lima,0,UNIVERSITARIA
0,0,PROPIA,42,4295,98,12,14400,67019.95,14170.94,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,45,5939,81,12,7164.41,2087.14,187.34,187,Junin,2,UNIVERSITARIA
0,0,FAMILIAR,36,4553,43,12,4809.19,10445,10596.08,206,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,49,3382,30,12,6439.69,13533.01,8550.14,219,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,43,7186,,12,1021.93,12447,2654.24,218,Lima,0,TECNICA
0,0,PROPIA,37,7917,22,12,2600,11930,48854.87,214,Arequipa,0,UNIVERSITARIA
0,0,PROPIA,39,6974,29,12,5356,,,226,Lima,0,UNIVERSITARIA
0,0,PROPIA,36,6182,47,12,3370,,3009.97,221,Lima,0,UNIVERSITARIA
0,0,PROPIA,43,6243,,12,4800,70634.16,10422.4,224,Callao,0,UNIVERSITARIA
0,8,FAMILIAR,54,11934,107,12,2100,9887.07,12058.06,205,Lima,0,UNIVERSITARIA
0,0,PROPIA,41,7096,100,12,15000,10500,472.26,204,Ica,0,UNIVERSITARIA
0,0,PROPIA,32,6000,42,12,6031,16745.39,468.57,230,Lima,1,TECNICA
0,0,FAMILIAR,49,6725,54,12,3637.79,10040,4923.96,200,Lambayeque,0,UNIVERSITARIA
0,0,PROPIA,49,7886,110,12,18000,121543.4,12547.51,219,Lima,1,UNIVERSITARIA
0,0,PROPIA,46,9500,15,12,16000,121543.4,28707.3,217,Lima,1,UNIVERSITARIA
0,0,PROPIA,58,15952,,12,5060,30020,18288.4,230,Lima,0,TECNICA
0,0,FAMILIAR,34,5666,61,12,2200,16100,3035.83,221,Lima,0,UNIVERSITARIA
0,0,PROPIA,56,3899,18,12,9000,,5027.26,231,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,38,4872,,12,1082.22,15530,119.31,198,Tacna,0,TECNICA
0,0,FAMILIAR,28,4263,,12,3811.97,32994.61,,200,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,31,7005,60,12,2500,7400,1330.46,228,Junin,1,UNIVERSITARIA
0,0,PROPIA,58,13730,59,12,8257,8866.16,2820.95,230,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,36,4021,69,12,4311,29641.24,,202,Lima,1,UNIVERSITARIA
0,0,PROPIA,52,8739,119,12,21800,107018.63,11630.2,224,Lima,2,UNIVERSITARIA
0,0,PROPIA,54,6198,86,12,2615.25,15500,2358.51,216,Lima,0,TECNICA
0,0,FAMILIAR,51,4935,50,12,5000,35560,,205,Lima,0,UNIVERSITARIA
0,0,PROPIA,51,4598,40,12,7455.4,22200,3498.56,231,Lima,0,UNIVERSITARIA
0,1,PROPIA,41,7673,112,12,8581,121543.4,57094.38,217,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,32,4325,36,12,5000,89678.5,,212,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,54,13364,10,12,6500,2284.64,212.86,205,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,26,4233,16,12,4199.09,5213.47,666.31,189,Lima,0,UNIVERSITARIA
0,0,PROPIA,55,8953,80,12,15000,6865.7,5478.65,211,Lima,0,UNIVERSITARIA
0,0,PROPIA,41,3899,96,12,9311.29,36912.8,0,217,Lima,0,UNIVERSITARIA
0,0,ALQUILADA,29,4904,31,12,4595.7,2000,223.01,220,Lima,0,UNIVERSITARIA
0,0,PROPIA,30,4660,1,12,2500,1228,0,219,Moquegua,0,UNIVERSITARIA
0,1,PROPIA,57,9347,119,12,3500,35200,23650.21,218,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,50,3809,44,12,11087,116986.08,0,205,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,47,6456,87,12,13500,22501.1,14548.74,198,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,29,5605,75,12,3000,34890,17001.35,200,Arequipa,0,UNIVERSITARIA
0,0,PROPIA,52,4035,48,12,2330.65,13840,910.07,216,Junin,0,TECNICA
0,0,FAMILIAR,55,16744,98,12,3200,2412.48,0,230,Arequipa,0,TECNICA
0,2,PROPIA,34,7278,50,12,12000,10551,10811.26,209,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,48,4629,63,12,1000,73588.8,17287.34,195,Lima,0,UNIVERSITARIA
0,0,PROPIA,35,5026,57,12,11000,121543.4,719.37,240,Lima,1,UNIVERSITARIA
0,1,FAMILIAR,53,12300,,12,815.33,14531,1489.65,212,Lima,0,UNIVERSITARIA
0,0,PROPIA,58,7370,104,12,21000,75888,0,238,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,40,5801,14,12,1295.35,300,11987.72,180,Arequipa,0,TECNICA
0,1,PROPIA,56,6335,117,12,13000,15000,819.07,233,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,27,3413,49,12,3500,5575.48,231.22,219,Lima,0,UNIVERSITARIA
0,0,PROPIA,35,4295,93,12,6800,82336.44,1166.2,213,Lima,0,TECNICA
0,1,PROPIA,40,8282,,12,3500,,0,221,Cuzco,0,UNIVERSITARIA
0,0,FAMILIAR,33,4205,,12,6000,38110,0,219,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,36,4205,104,12,3500,48287.5,1313.57,214,Lima,0,UNIVERSITARIA
0,0,PROPIA,38,4325,78,12,28400,121543.4,28954.03,221,Lima,0,UNIVERSITARIA
0,0,PROPIA,39,3503,42,12,6275,71700,3510.59,216,Lima,0,UNIVERSITARIA
0,0,PROPIA,52,7735,,12,15000,19540,0,238,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,45,7917,95,12,4200,7760.3,4122.72,200,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,48,13030,61,12,2858,1464.88,255.99,198,Lima,0,UNIVERSITARIA
0,2,FAMILIAR,45,11459,49,12,6529.52,5700,3200,197,Junin,0,TECNICA
0,0,FAMILIAR,49,8466,58,12,4600,1179.74,1120.62,205,Lima,2,UNIVERSITARIA
0,0,PROPIA,61,11569,80,12,30000,5721.39,1777.08,207,Lima,0,UNIVERSITARIA
0,1,PROPIA,43,12453,85,12,8990,53980.62,0,238,Lima,0,UNIVERSITARIA
0,1,FAMILIAR,31,3474,59,12,8778.25,12000,10531.09,192,Arequipa,0,TECNICA
0,0,PROPIA,48,13640,107,12,4224,30322.36,0,219,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,45,7916,,12,1800,22540,0,193,Lima,0,UNIVERSITARIA
0,0,PROPIA,41,5240,74,12,5600,18700,57094.38,216,Arequipa,0,TECNICA
0,0,FAMILIAR,28,5725,75,12,2000,26800,1454.62,196,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,35,4478,17,12,6300,31911.2,0,202,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,29,4904,,12,5500,32762.78,0,195,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,39,4448,,12,3100,24832.85,0,197,Lima,0,UNIVERSITARIA
0,0,PROPIA,54,9562,104,12,13000,58300,47241.91,245,Lima,1,UNIVERSITARIA
0,0,PROPIA,27,5148,69,12,4600,,2293.3,201,Junin,0,UNIVERSITARIA
0,0,PROPIA,35,3413,71,10,5200,6400,141.19,196,Arequipa,0,TECNICA
0,0,PROPIA,28,4598,13,12,6500,8000,838.7,208,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,49,4264,55,12,3400,32250,0,198,Arequipa,1,UNIVERSITARIA
0,0,PROPIA,56,4478,,12,5600,,0,230,Arequipa,0,TECNICA
0,0,PROPIA,36,6762,46,12,3539.42,28990,0,240,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,29,4233,,12,6501.68,21640,0,212,Lima,0,UNIVERSITARIA
0,0,PROPIA,56,14675,9,12,4000,8155,8017.72,228,Ica,0,TECNICA
0,0,PROPIA,47,4629,95,12,30000,4997.25,1899.38,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,37,6365,89,12,7000,3814.01,1823.53,202,Lima,0,UNIVERSITARIA
0,0,PROPIA,46,10839,100,12,3000,22788.4,10665.67,219,Lima,3,UNIVERSITARIA
0,0,FAMILIAR,40,7096,101,12,7500,49159.37,1120.6,205,Lima,2,UNIVERSITARIA
0,0,FAMILIAR,39,7127,95,12,8076,7500,1877.93,202,Lambayeque,0,UNIVERSITARIA
0,0,PROPIA,62,7917,,12,3500,21328.8,0,250,Lima,1,UNIVERSITARIA
0,0,PROPIA,43,5909,21,12,4500,,0,214,Arequipa,1,TECNICA
0,0,FAMILIAR,37,9562,105,12,3450,17844,362.31,202,Callao,0,UNIVERSITARIA
0,0,PROPIA,51,12026,103,12,5000,16912.54,7526.15,229,Callao,0,UNIVERSITARIA
0,0,PROPIA,43,8708,60,12,8200,15400,6662.64,204,Lima,0,UNIVERSITARIA
0,0,PROPIA,47,6456,30,12,3500,,8220.11,224,Lima,0,UNIVERSITARIA
0,0,PROPIA,49,13030,95,12,19708,34385.13,1561.19,219,Lima,1,UNIVERSITARIA
0,0,PROPIA,30,4598,72,12,4500,3250,0,211,Lima,0,TECNICA
0,0,FAMILIAR,57,8343,14,12,8000,1521.91,16840.14,219,Lima,0,UNIVERSITARIA
0,0,PROPIA,44,7520,,12,2485.21,3740,6428.57,219,Lima,4,UNIVERSITARIA
0,0,PROPIA,53,4995,118,7,6370,60730,243.22,224,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,55,13030,88,12,2700,7029.6,2292.82,238,Lima,0,UNIVERSITARIA
0,0,PROPIA,38,6821,78,12,12000,121543.4,1734.56,196,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,42,8404,102,12,4950,26361.4,832.68,205,Lima,0,UNIVERSITARIA
0,0,PROPIA,43,8831,33,12,4500,3164.98,87,217,Tacna,0,UNIVERSITARIA
0,0,FAMILIAR,61,7186,46,12,10000,56860,3305.77,219,Lambayeque,0,UNIVERSITARIA
0,0,FAMILIAR,37,6609,47,12,4387,78821.77,6526.65,195,Lima,1,UNIVERSITARIA
0,48,FAMILIAR,43,12545,105,12,4700,5471.89,19672.82,212,Lima,4,UNIVERSITARIA
0,0,PROPIA,28,3991,22,12,5189.01,10000,2456.53,212,Lima,0,UNIVERSITARIA
0,0,PROPIA,45,6640,97,12,5000,10500,0,243,Lima,1,UNIVERSITARIA
0,2,FAMILIAR,39,7096,46,12,1300,500,2340.74,171,Cuzco,0,UNIVERSITARIA
0,0,PROPIA,51,7035,62,12,2600,1228,1614.23,216,Arequipa,1,TECNICA
0,0,PROPIA,29,4629,17,12,4900,16803,914.9,238,La Libertad,0,UNIVERSITARIA
0,0,FAMILIAR,52,15679,39,12,4000,3027.78,0,216,Lima,0,TECNICA
0,0,FAMILIAR,28,3991,21,12,3500,6000,311.59,219,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,41,10261,110,12,8592.32,42818.53,0,205,Lima,1,UNIVERSITARIA
0,0,PROPIA,53,12392,103,10,24000,121543.4,26353.98,224,Lima,0,UNIVERSITARIA
0,0,PROPIA,36,5878,,12,4400,4446.24,0,221,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,33,5270,48,12,7000,39544.33,0,200,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,40,3352,118,4,28055,106308.92,21.33,212,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,29,7308,44,11,5000,,0,175,Tacna,0,UNIVERSITARIA
0,0,FAMILIAR,28,4570,,12,3207.9,3621.15,7639.2,214,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,44,8404,104,12,5300,38163.42,30523.82,224,Lima,1,UNIVERSITARIA
0,0,PROPIA,47,4205,18,12,4200,3419,38913.17,180,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,41,6962,34,12,15000,50342.76,0,205,Lima,0,UNIVERSITARIA
0,0,PROPIA,58,10992,1,12,3500,12995,0,257,Arequipa,1,UNIVERSITARIA
0,0,PROPIA,47,8374,112,12,5600,40481.2,48628.55,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,37,6974,85,12,3600,16198,8052.71,202,Ancash,0,UNIVERSITARIA
0,38,PROPIA,65,4083,93,12,6600,,0,238,Lima,4,UNIVERSITARIA
0,0,FAMILIAR,57,4386,88,12,4878.11,134.65,0,219,Lima,0,UNIVERSITARIA
0,0,PROPIA,42,8557,108,12,30000,111661,28818.74,204,Arequipa,3,UNIVERSITARIA
0,0,FAMILIAR,34,3718,48,12,15663.95,25000,64.13,202,Lima,1,UNIVERSITARIA
0,0,PROPIA,35,7247,97,12,11000,112487.25,14963.44,221,Lima,0,UNIVERSITARIA
0,0,ALQUILADA,36,6456,42,12,30000,109400,57094.38,187,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,29,4995,54,12,2100,20300,1166.44,228,Lima,0,UNIVERSITARIA
0,1,FAMILIAR,34,5909,60,12,10500,55365.09,779.09,202,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,37,8192,60,12,1500,8173.41,7468,180,Lima,1,UNIVERSITARIA
0,0,PROPIA,52,6456,111,12,22900,19000,1275.84,236,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,38,5694,105,12,5000,22300,414.85,202,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,44,5878,79,12,5000,40470,5016.05,198,Lima,1,UNIVERSITARIA
0,0,PROPIA,48,7431,50,12,5546,6165,0,224,Huanuco,1,UNIVERSITARIA
0,0,PROPIA,38,7673,,12,4385,8670,56227.48,221,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,37,5513,,12,4451.14,13900,0,195,Lima,0,UNIVERSITARIA
0,0,PROPIA,62,6365,42,12,10000,825.17,0,237,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,67,4021,96,12,10300,62500,1591.97,219,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,34,4782,28,12,8500,26078.96,11610.39,197,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,40,6456,66,12,19800,13744.48,1671.42,205,Lima,0,UNIVERSITARIA
0,0,PROPIA,44,7155,70,12,3350,38250,0,235,Ancash,1,TECNICA
0,0,PROPIA,53,8009,70,12,2500,3000,0,217,Lima,0,UNIVERSITARIA
0,0,PROPIA,30,5939,57,12,3500,42960,189.52,238,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,35,7217,73,12,5550,58953.56,0,202,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,61,6852,38,12,15000,123.13,0,219,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,36,5909,84,12,11300,5345.69,3173.02,216,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,51,8162,92,12,10000,4124.92,3395.95,205,Lima,0,UNIVERSITARIA
0,0,PROPIA,39,9774,86,12,11000,16810.14,2392.26,221,Lima,0,UNIVERSITARIA
0,0,PROPIA,44,9743,85,12,5000,1948.47,2143.65,208,Arequipa,0,UNIVERSITARIA
0,0,PROPIA,49,5909,106,12,20000,42992,57094.38,217,Lima,0,UNIVERSITARIA
0,0,PROPIA,38,10199,,12,5442.5,,0,206,Pasco,1,TECNICA
0,0,PROPIA,54,13183,,12,4500,30217.6,0,224,Lima,0,UNIVERSITARIA
0,30,FAMILIAR,48,9347,32,12,2820,2000,0,185,Lima,1,UNIVERSITARIA
0,2,PROPIA,47,7917,83,12,3229.2,32266,0,217,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,35,3595,55,12,6500,22580,17650.78,202,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,43,5970,101,12,6000,38300,2884.61,205,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,56,7155,58,12,3000,,371.77,219,Lambayeque,0,UNIVERSITARIA
0,0,PROPIA,44,10839,106,12,14900,76550,5268.28,204,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,41,8404,111,12,8509,83235.05,982.88,217,Lima,0,UNIVERSITARIA
0,0,PROPIA,34,4690,97,12,10000,44500,3236.83,228,Apurimac,0,UNIVERSITARIA
0,0,PROPIA,39,9012,87,12,7180,0.02,363.25,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,58,5878,24,12,1700,4400,614.04,202,Lima,1,UNIVERSITARIA
0,0,PROPIA,43,11934,95,12,16500,8045.92,2746.02,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,43,11569,,12,1500,3400,0,201,Lima,0,TECNICA
0,0,FAMILIAR,34,5725,99,12,6500,31940,46.35,202,Lima,0,UNIVERSITARIA
0,1,FAMILIAR,53,12392,100,12,7500,48944,9688.75,219,Lima,0,UNIVERSITARIA
0,0,PROPIA,36,8282,84,12,30000,8296.58,1869.12,230,Lima,0,UNIVERSITARIA
0,8,FAMILIAR,31,6304,61,12,3900,1809.5,1567.11,193,Lima,2,UNIVERSITARIA
0,0,PROPIA,51,4478,106,12,10050,95944,6850.06,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,29,5452,25,12,5500,11400,450.97,195,Lima,0,UNIVERSITARIA
0,0,PROPIA,34,5725,118,12,3500,16119,8754.07,214,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,65,4721,17,12,11600,121543.4,30407.65,214,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,40,5605,99,12,7800,47770.44,1334.22,185,Lima,0,UNIVERSITARIA
0,0,PROPIA,42,8070,87,12,14535.5,10611.4,0,197,Lima,0,UNIVERSITARIA
0,0,PROPIA,53,13364,110,12,30000,121543.4,5721.82,219,Lima,1,UNIVERSITARIA
0,0,PROPIA,55,9562,92,12,6292,196.51,255.31,231,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,34,5847,86,12,2934.55,63300,0,197,Lima,0,UNIVERSITARIA
0,0,PROPIA,40,10473,78,12,4000,3800,0,242,Lima,0,TECNICA
0,0,FAMILIAR,41,6090,124,12,7350,29950,8561.55,205,Lima,0,UNIVERSITARIA
0,0,PROPIA,48,13030,96,12,23000,68807.31,15381.45,204,Lima,0,UNIVERSITARIA
0,3,PROPIA,46,6456,39,12,2100,2136.45,0,238,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,58,4386,118,12,6000,49338.4,0,219,Lima,0,UNIVERSITARIA
0,21,FAMILIAR,31,6456,12,12,2100,13440,1075.25,173,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,35,7217,82,12,8112,47100,57094.38,216,Lima,0,UNIVERSITARIA
0,1,PROPIA,50,11965,117,12,8069.34,27135,3710.46,196,Piura,0,UNIVERSITARIA
0,0,FAMILIAR,41,7886,88,12,3400,3735.94,2142.88,205,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,30,5725,84,12,8000,5815.01,408.05,200,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,56,7774,18,12,3886.37,2600,0,219,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,42,8313,82,12,12400,3546.77,0,218,Lima,2,UNIVERSITARIA
0,0,PROPIA,47,11875,111,12,7670,8200,3771.69,217,Lima,1,UNIVERSITARIA
0,0,PROPIA,46,8861,115,12,12000,100633.5,7700.99,224,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,39,7520,101,12,6800,32967.4,126.93,202,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,33,5452,14,12,10500,4230.66,2218.86,180,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,40,6134,69,12,6000,18600,2529.54,205,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,52,6456,15,12,2100,,169.13,219,Lima,0,UNIVERSITARIA
0,0,PROPIA,54,4813,92,12,20950,8691.98,9907.02,238,Lima,0,UNIVERSITARIA
0,4,PROPIA,37,7370,115,12,5250,83156.5,57094.38,249,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,30,6182,59,12,9600,46836,517.62,167,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,36,5056,95,12,30000,2946.17,1896.79,202,Lima,0,UNIVERSITARIA
0,1,PROPIA,37,7886,118,12,17000,121543.4,33342.91,214,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,33,6517,77,12,3600,,4147.15,200,Junin,0,UNIVERSITARIA
0,0,FAMILIAR,60,12849,121,12,2100,30100,1048.59,199,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,35,6090,41,12,8570,30800,528.53,195,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,35,4417,51,12,5500,5900,44722.94,192,Cajamarca,0,SECUNDARIA
0,0,FAMILIAR,46,4264,10,12,6000,6350,0,205,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,33,7948,102,12,6500,46919.49,26.04,212,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,50,14006,23,12,3160,1265.11,821.72,178,Arequipa,1,UNIVERSITARIA
0,0,FAMILIAR,56,13640,77,12,3500,18371,0,212,Arequipa,0,UNIVERSITARIA
0,0,PROPIA,42,4264,117,12,17000,121543.4,2941.05,219,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,44,9287,113,12,5889,55409.59,1456.87,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,56,15952,72,12,11000,114584.07,2590.72,199,Lima,0,UNIVERSITARIA
0,0,PROPIA,42,12026,97,12,9000,18303.56,138.57,233,Cuzco,0,UNIVERSITARIA
0,1,FAMILIAR,38,6456,87,12,13500,5435.76,0,175,Lima,1,UNIVERSITARIA
0,0,PROPIA,52,14196,53,12,19883.95,45318.75,0,224,Lima,0,UNIVERSITARIA
0,0,PROPIA,40,10139,92,12,13000,3754.73,0,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,36,7185,,12,8092.44,6000,0,216,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,45,5421,53,12,6500,30080,387.1,199,Arequipa,0,UNIVERSITARIA
0,0,PROPIA,36,4295,38,12,6500,,0,221,Lima,0,UNIVERSITARIA
0,0,PROPIA,42,4386,115,8,2555,30749.13,57094.38,252,Ancash,0,UNIVERSITARIA
0,0,PROPIA,43,11934,99,12,16500,63600.54,3018.12,224,Lima,0,UNIVERSITARIA
0,0,PROPIA,58,13613,96,12,3143.45,53816.2,0,257,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,47,6181,46,12,1045.62,21065,242.74,200,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,33,6456,72,12,3000,16840,0,212,Lima,1,UNIVERSITARIA
0,1,FAMILIAR,65,13461,114,12,30000,76992.32,0,228,Lima,0,UNIVERSITARIA
0,25,PROPIA,43,3809,29,12,2835.39,23470,0,238,Arequipa,1,UNIVERSITARIA
0,0,PROPIA,42,4751,121,12,23000,121543.4,57094.38,238,Lima,1,UNIVERSITARIA
0,0,ALQUILADA,49,8739,66,12,6531.87,75643.4,67.12,203,Lima,0,TECNICA
0,0,PROPIA,35,6365,86,12,14500,60945,0,221,Arequipa,1,UNIVERSITARIA
0,0,FAMILIAR,30,5939,43,12,5000,16281.32,1019.65,200,Lima,0,UNIVERSITARIA
0,0,PROPIA,59,4935,81,12,1240,14830.14,6728.87,226,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,37,4935,27,12,6200,2691.49,2680.12,221,Lima,0,UNIVERSITARIA
0,0,PROPIA,63,16378,108,12,11961,38420.19,0,238,Arequipa,0,UNIVERSITARIA
0,0,PROPIA,46,13364,121,12,3000,73540,16685.31,233,Lima,0,UNIVERSITARIA
0,1,PROPIA,54,14644,108,12,29000,90600,39999.88,233,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,63,9257,90,12,10000,,598.17,219,Ica,0,UNIVERSITARIA
0,0,ALQUILADA,40,6090,,12,2100,7224.36,0,204,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,56,3868,12,12,30000,30750,0,192,Lima,0,UNIVERSITARIA
0,0,PROPIA,51,6456,88,12,10500,6670.34,2258.68,238,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,33,6090,85,12,2100,34600,5079.7,205,Lima,0,UNIVERSITARIA
0,2,FAMILIAR,54,5666,,12,25000,,0,209,Lima,0,SECUNDARIA
0,0,PROPIA,55,9743,91,12,5375,9412.99,4747.78,218,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,37,7857,86,12,6600,11623.41,9058.58,235,Lima,1,UNIVERSITARIA
0,0,PROPIA,47,12910,86,12,5250,,57094.38,233,Lima,0,UNIVERSITARIA
0,0,PROPIA,53,8953,75,12,2930,16335.65,0,213,Lima,0,SECUNDARIA
0,5,FAMILIAR,38,6762,,12,24000,21564.79,0,206,Callao,0,TECNICA
0,0,PROPIA,48,9957,79,12,23663,8993.96,2227.5,187,Arequipa,1,UNIVERSITARIA
0,0,PROPIA,38,6090,42,12,30000,41946.47,1045.45,214,Lambayeque,0,UNIVERSITARIA
0,0,FAMILIAR,28,4083,57,12,6690,74000,1181.81,193,Lima,1,UNIVERSITARIA
0,0,PROPIA,50,6121,79,12,30000,20000,6234.3,224,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,37,8678,88,12,6000,,1625.05,202,Arequipa,0,UNIVERSITARIA
0,0,FAMILIAR,45,6456,34,12,6600,383.05,395.11,190,Tacna,0,UNIVERSITARIA
0,0,FAMILIAR,47,7551,106,12,9000,36240,0,205,Lima,1,UNIVERSITARIA
0,0,PROPIA,30,7917,89,12,10500,2075.4,1512.31,238,Lima,0,UNIVERSITARIA
0,0,FAMILIAR,28,4083,61,12,5100,121543.4,57094.38,200,Lima,1,UNIVERSITARIA
0,0,FAMILIAR,60,8496,85,12,10617,59176,0,231,Lima,3,UNIVERSITARIA
0,0,PROPIA,56,9712,114,12,26348,121543.4,2147.07,266,Lima,0,UNIVERSITARIA
